text,emoji
верим в викинга,💪
Лацо - Фиорентина я посмотрел будут показывать,😎
Что то сообщения в телеграм долго отправляются,😳
Получилось не очень,👀
Фрэнсис слишком быстро освоился,🥊
Цыган на паперти,😂🤣😂
"Холланд заслужил больше, но получит Месси",☹
Сколько ему заплатили интересно,😂
Так случалось не только в эпоху Месси и Роналду,🏆
А где чмесси в ЛЧ был?,😦
"А что не показали, когда Левандовски должен был брать железно, но отдали Месси",🤷
"Фанаты «Острых козырьков», тут для вас новый краш",😍
"Аплодируем, не стесняемся",👏👏👏
Джуд Беллингхэм тоже мог бы отлично вписаться в знаменитую банду из Бирмингема,😎
Кто Лацио - Фиорентина будет смотреть?,😎
Много ребят есть не менее достойных,😊
Кто Лацио - Фиорентина будет смотреть?,😎
"Поняли вас теперь, извините",👌
"Ягоды, конечно, не самые хорошие мягко говоря, мы очень расстроены этим",😞
"Подскажите, пожалуйста, когда в СПб поставка манго в коробке ?",💚
"Если не будет, то можно я со своей коробкой приду ?",🤣🤣🤣
"Возможно, задерживается, и манго появится завтра",🧐
"Я сначала подумал, что Вы ватрушку с лососем разобрали на составляющие и едите по отдельности",🤓😁
Это было бы преступление,😁😁😁
Вы из лососевой полиции?,👮
"Мало кто знает, что МВД расшифровывается как Министерство ватрушечных дел",🤓
"А я думала, рыбно-мясной инспектор",🕵
"В вафельном вы не числитесь, а чилитесь",😎😌
"Кажется, у вас уже две работы",👀
"Мне друзья говорят, что я амбасадор ВВ и получаю 10% со всех их покупок",😁
"Вероятно, эта змея",🌚
"Классно, что среди сотрудников тоже есть счастливчики",😍
От меня Благодарность за булочку с маком,❤
очень здорово Первый вариант не пробовала Сравнить не могуНапиток приятный сладковатый с мягким кокосовым вкусом,🤍
"Ольга Старцева, ваш отзыв оказался полезным и вы получили благодарность за рекомендацию от Ines",⚜
Всего вас поблагодарили за рекомендацию: 6,🏆
Министр сырниковых дел,😆
"с манго в заказе) вроде ничего не надо, но корзина быстро набралась на необходимую сумму",😁
Почти в кармане 10%,🎉
С крепким кофе вообще шик,👌🏻
"нет её (ночью вчера не было), а то бы взяла, мне тоже понравилась, нежная такая",😌
Тоже очень любим с кофе всю серию подобных драже,😍
"не буду вас читать, девчонки! Только похудела после третьих родов… невозможно было остановиться от поедания",🤤
00 когда зашла в чат удивилась почему нельзя писать сообщения,😂
"Эх, я могу только представить, что она по вкусу такая же",😁
у нас их никогда не бывает,😁
"Остановиться было ооочень сложно, это точно",😁
В Москву ехать надо В Москве вся ватрушечная сила,😭
Нужно срочно организовать доставку,🏃🏻
Доставку меня в Москву?,😁
Мы сегодня впопыхах забыли сок на КСО,🥺
"А я считаю, что сила в ватрушках - кто ватрушек больше съел, тот и сильней",💪
Организуем сбор донатов,🤑
А какой сок был?,👀
"сытостью, потому что 8-ой месяц это август, когда уже урожай созрел и стол богат явствами",🤓
Всё в ваших руках,🫶
Сотките свою вкусную судьбу с помощью приложения и доставки от ВВ,🙂
Да шо ж вы все такие ненастроенные,😁
"жалко, что выводите этих малышек, вчера буквально пару заказала, сегодня хотела взять ещё, но, увы",😔
"Тож самое , только сметанка",😁
"Раздел КЦ на месте,",😁
"шоппер на месте,",😁
", пока на больничном с сыном",😁
Не добавилось ещё это,😁😁😁
Кто б на шашлыки позвал,😁
придётся в ВВ заказывать,😂😂😂
"Нашла чек!) Эх, какие же цены были в прошлом году",🫣
"Ох, как вам вкусно было, представляю",😌🥰
и благодарю за отзыв,❤🤗
В твиттере так точно,😁
А я вот эти хочу попробовать Жду,🥰
"Спасибо, надо сделать, а то я что-то туплю всё время с соусами",😁
Завтра или с понедельника,😎🥰
АВ дарк? Я думала домой,😁
"Я тоже хочу, но по зц",🤣🌚
"Может и мне повезет, зц",😀😀
"Почту не предлагаю, у нас их тоже вроде нет",😁😁😁
"Путешествие по городам , доставка столичных товаров раз в неделю",💚
"Есть же поезд Деда Мороза, а это будет поезд вв на регулярной основе",😍💚
И ватрушечки отправляются в славный СПб чух-чух,🚂
"в заказе №206377152-1Я про заморозку, её было много и пицца и мороженое были слегка подтаявшими",😔
"4 часа, но курьер ещё другие развозил наверняка и не позаботился должным образом о заморозке",😔
Зато мне вкусно,😁
предложение!) Очень хочется ещё,🙏
"сладковатый, но брауни спасает ситуацию, он не приторный))) Ела быстро, может не разобрала толком вкус",😅
Ко мне иногда приезжает официальная Московская доставка в виде родственников и @wily_bullet,💚💚💚
"Я же говорю, мне достаточно картинки, и я побежаль",🙈
Всего вас поблагодарили за рекомендацию: 3,🏆
Всего вас поблагодарили за рекомендацию: 22,🏆
"Если с пиццей что-то окажется не так, то сообщите об этом",👀
"Своим сообщением вы напомнили админу, что у него в морозилке лежит похожее мороженое",😄
"ватрушку говорите?) У меня её тоже неть, и не будет, потому что раздела ""кафе"" нет",😔😔😔
"Надеюсь всё будет отлично, предвкушаем",😌🤗
"Такое тоже привезли, пока туда же положила, в морозилку",😁😁
"О, другие вкусы) жду отзыва, я пока 1 рискнула взять",😉
"дилер могу завести, если буду в ваших краях) Ближайшие доставки возможны в Грозный и Сочи",😂
Кур доллара 60 был в октябре год назад,😢😢
Забежала на обед и несу вам напоминание про вкусняшку,😋
"Не пересоленные, плотненькие, сочные - прям отлично",👌
"варке парочка чуть раскрылась и сыр попытался сбежать, но остальные бодро выдержали варку и помешивание",😁
"Как всплывут - ещё пару-тройку минут стоит варить, чтобы начинка была посочнее",👀
"Теперь думаю над тем, чтобы запечь их в сливочном соусе",🤔
В этом месяце что-то вообще не нашла отзыв на киш с индейкой,🙈
"Ничего, не беспокойтесь",❤✨
"С индейкой тоже очень вкусный, я пробовала",👍😍
"с индейкой и овощамиИдеальный, даже по ЗЦ - нежнейший, индейки много, а сыра ещё больше",😍
"Мангопортации пока мы не изобрели, но вот подборку рецептов можем подсказать",😁
Как красиво эти два сыра смотрятся вместе,❤
"Поэтому просто любуюсь покупками других, отмечаю да-нет",🙂
"И баклажаны были по 30 руб, и огурцы",😿
Я его так и не сделала вчера,😁
"добавила в свёклу чеснок, мазик, всё как в тумане",😁
"вжух и хлебушек дворянский в одной руке, вилка в другой",😁😂
"Эх,жаль я не в Сочи сейчас",😭
Я в ноябре буду,😉
это мои оставшиеся командировки на этот год,😅
ОоооЭто в хлебе,🔥👌🏻
у меня на семью 5 карти на каждую любимый продукт,😁
"Нашла идеальный хлеб для горячих бутербродов… рекомендую именно этот, мягкий, сладенький",🫶🏻
"Делай) 5 минут все удовольствие, улетают еще быстрее",😉
"Главное не слупить всё просто после тостера, да с маслицем",🤤🤤
"так же, как и его оригинальные версии в Турции во время поездки несколько недель назад",😍
5 раза потоньше,👌
Всего вас поблагодарили за рекомендацию: 16,🏆
Час на курьера,😂
Админы ведь не сразу в 21:00 спать ложатся,😁
Надо будет потом улучшить и сделать анимацию нашего флага на фоне,😁
"Я думаю, что по ночам за чатом следите Вы",🙂
Или нужен один дальневосточный админ,😎
"Точно-точно, по тогда никакого баловства",🥺
Будет админ - камчатский краб,🦀
"Спасибо за рекомендацию, #ВВкусители",💚💚💚
"спасибо большое, что рассказали о ее возвращении Самая идеальная, когда не хочется самой готовить",😍🔥
Всего вас поблагодарили за рекомендацию: 10,🏆
Такие миленькие коробочки,😍🔥
Но эта желешка даже меня с ума сводит,🌚🤣
Требуем дегустации от котика/кошечки,🙂
У нас тут уже дегустация кабачковой икрыА корм очень понравился кошкам,👍🏻
Установила уже на лп,🥭
возьму через день,😁
Когда сложно удержаться и не объесть кота,😅😂
Когда котики тоже читают чат ВВ и отслеживают новинки,😂😅
", немного похоже на сорбет , насыщений вкус клубники + идеальное сочетание с шоколадным брауни",👌💯💚
У меня будет йогурт или творог с фруктами,👀
"Друзья, у нас к вам деловое предложение:1",
для этого нужно обновить Телеграм с premium-подпиской на телефоне до последней версии и нажать сюда,👈
"Ландэ проверяет, можно ли приготовить пасту из авокадо — вы увидите его эксклюзивно только там",😌
"впереди планируем показывать в сторис Телеграма интересное и полезное: уникальные рецепты, акции и не только",🤍
"Пояснительную бригаду, пожалуйста",🤔
"уровень, а каждый новый уровень позволяет публиковать для всех подписчиков 1 дополнительную историю в день",🤷
"Чтобы это сделать, нужно1",
⃣ Обновить клиент вашего телеграмма2,
"сутки), а также только тем премиум пользователям, которые именно купили подписку (подарочные подписки не считаются",😈
Очень интересно!!!! Надо попробовать,😍👍👍
Уже 2 раза точно,😅
28- это максимум,👌🏻
Зато люди будут услышаны,🤣
Значит у вас приложение последней версии и включены автообновления,👍
Бусты это что такое?,😳
"Сторис понимаю, но бусты впервые слышу, отстала",🙈
Фух! Разобралась! Спасибо инету),🤪
И я обожаю,👍
Скидку добрала!Всем прекрасного вечера,💚
"Класс! Теперь можно делить подписчиков на достойных и недостойных, просто во",👍
Все админы Телеграм-каналов,😂
Вроде бы они были доступны только для людей с подпиской премиума,🤔
"Это только для телеграмм-премиум, да? Я все раздумываю оформить подписку - думаю, может, пора",😁
"Дело было вечером, делать было нечего",😃
Завтра иду за этой творожной массой,😍
Всего вас поблагодарили за рекомендацию: 17,🏆
Какой насыщенный цвет в кружке,💙
"Ужин) оливки из новинок, зеленый салат и пицца зотмен",🫶🏻
"Чем бы еще удивить? Ах, точно: жвачка с манго",🥰
"А вспомнили потому, что завтра, 23 сентября, жевательная резинка отмечает день рождения",😆
Мы желаем всем хорошего вечера,🤩
"Ооо, про кофе потом напиши",🥹🖤
"этого зотмана, а у нас такого неть:(придётся в Ленинград что ли ехать и там пробовать",☺
"Мне от вв больше нравится , особенно с форелью",😍
или с гребешком,🤤
"Админ обещал и фиксировал два раза, но пока тишина",🙁
"И ждать курьера у дверей их же пункта, чтобы забрать заказ",😃🤔
Пиццу что-ли на ЛП поставить,🤔
Но там можно и в кафе рядышком с барком посидеть наверное,😁
У нас таких кругляшей нет в продаже,😢
"Дорогие, но по ЛП терпимо",😉
"Оки) завтра утром отпишусь, самой интересно сочетание…",😉
"мне очень нравится, просто дети такую не едят, пришлось дозаказывать сырную… а так гребешок топ",😉
Ну ладно тогда,😀
"Нет, такую не пробовала",☺
А чего блочит то,😅
"Вообщем рекомендую начать с нее (конечно если гребешки любите), у меня в морозилке лежит всегда",😉😅
"Завтра будет отзыв на новые чипсы из лаваша… спойлер, чипсы",🔥
"Но мне вроде тоже не особо принципиально, я уже на автомате приношу",😁
"из 5 плодов 4-сморщенные, как мой нос, когда мне говорят, что надо вставать, рано утром",😐
"помидорки, которые я уже раз пять показывала, теперь в коробочке и чуть дешевле, чем развесные",☺
"Когда-нибудь, где-нибудь во ВВ кафе попробую",🥰🥰🥰
"А, ещё во вторник принесу обзорчик на новый суп-пюре, если ещё будет актуально",👌
"Здравствуйте, ожидается ли возвращение в ассортимент запеканки с сыром, очень жду ее",🧀😋
"Неправда, админ лапушка",😇
Я бы сочла это за комплимент,😁
"Я же говорю, что вы тут по ночам сидите",🕵
"она не только сидит, но еще и фото удаляет, и запрещает сообщения",🧐
Будем ждать ваши фотографии утром,💚
"Я неожиданно нашла вчера магазин с ней, хотя по приложению 0, а поменять лп забыла",🙈😁
"новую игру, по аналогии с той, когда присылали фото продукта, а мы его угадываем чатом",😍😍
Будем ждать ваши фотографии утром,💚
"Так, ну что, начнем!)Присылаю отзывы о товаре, а мы пробуем угадать",😏
"будет верный ответ, я скажу, так что всё честноНадеюсь, получится не очень сложно и интересно",🙏
Шоколадно- миндальное утречко,🤩
Очень вкусный и крем и шоколад в этом десерте,💚💚
Всем прекрасных выходных,💯
"1⃣@missAlenuwka этот товар не угадывать, сразу поймёшь",😅
"позвонил сборщик с фразой ""Не хотите ли к заказу манго? Оно у нас по акции""",🥺🙈
"напитком, но один все же пришлось съесть, вот так он целеустремленно пытался выпасть из бутылочки",😂
"Помню новогодний выпуск вв , и там тоже угадывали продукт по отзывам",😁
"эту идею с угадайкойТовар попался в аб-е, залезла почитать крайние отзывы и от души рассмеялась",😂
"товар заказан, между прочим",🔥
Надо было брать две упаковки,🙈
"Всем доброе! Оказывается, пункт только для курьеров и самовывезтись не разрешают",🙁
"Если никто не найдётся сегодня, то буду очень благодарна",❣
Просто подсказка была в виде отметки меня,🤣
"А, ну да, нежная и сладкая))) тогда не горох",😁
Всем доброе субботнее,🎉
и меня с началом отпуска) дожила,😂
"Тоже так подумала, но что поделать было",😂
"А еще можно выражаться русскими словами? Я лично не знаю, что такое бустить",🤷🏻
Просто я только вчера ела её,😎
Огурец или кабачок,😂
#лп #абонемент #подпискаМанго скоро вернётся,😅
"вкусно)В фикс не успеваю заходить, он до 21, а я с работы в 22 выхожу",😂
Манго у вас просто,💪
"И главный совет от нас: не подогревайте, они в холодном виде отличные",😍
Жду ответа ),☺
Тоже завтрак покажу,✨😍
Йогурт греческий клубника- банан очень нравится И батончик кокосовый с кофе,☕
Тати ещё раз спасибо,❤
за отзывВсем чудесного дня,🫶
"И там нашла шедевр, который к нам в город как обычно не возят",☺
Всем доброго вкусного утра и отличных выходных!,👍❤
С добрым утром,☀
Субботний завтрак с тыквенно-яблочными оладушками,😋
"Зайти в магазин, взять манго",🥭
"но Влада уже сказала вкусные чипсы из лаваша, Тоня про сок берёзовый",😁
Уточним поступил ли ответ,👀
"Согласна, невозможно удержаться",😍✨
тоже буду ждать появления чипсов,👍😁
Пс: прихватите ватрушечки,😁
"Я не думала, что так быстро реализуется идея",😁🔥
А Ярославль есть в списке?,😀
"Интересненько, но вроде как я работаю 8",🥲
Про пасту из авокадо у гугла спрошу,🥕
Ещё носочки отшелушивающие,🔥
"Песто был в абонементе на днях, попалась свежайшая баночка с таким ярким прям свежим базиликом",😍🔥🤤
"Спасибочки всем, принято",❤
"#ВВкусители, спасибо за рекомендациюТоже оценила икру кабачковую",🔥🔥🔥
"Замечательная, нежная и очень вкусная",❤
"Юлия София, ваш отзыв оказался полезным и вы получили благодарность за рекомендацию от Ines",⚜
Всего вас поблагодарили за рекомендацию: 11,🏆
Мне кажется со льдом тоже будет отлично и освежающе в жару,😉
Даже у Вас есть макарон новые,🥲
Да и рулет тоже,😂
Очень хочу тоже их на ЛП наконец-то,🙈
В Тюмени очень ждут вашего появления,❤
Уже набрана на 1500 и там есть манго?,😁😁
"не удержалась и купила с утра ещё 3 пачки, поэтому будет на четыре разных вкуса",😁
"В общем, новые чипсы из лаваша — это любовь",😍
"Иногда, правда, кажутся чуть пересоленными, но учитывая, что я вообще ем не солёное практически",😁
"общем, я попробовала все и теперь задача - не доесть все 4 пачки за сегодня",🗿🗿🗿
отзыва тоже купила этот шампунь,✨
"и Аргана""Густой, с очень приятным запахом свежестиОтлично промывает волосы и цена доступная",👌
"Olya Olga, ваш отзыв оказался полезным и вы получили благодарность за рекомендацию от Ines",⚜
Всего вас поблагодарили за рекомендацию: 16,🏆
Интересно было бы попробовать,😊
", калина ведь горькая, как её тут обыграли",🤔
"Доброе утро, кот уже не только",🥭
А ещё вчера пробовал,🥑
"хоть кто-то появился ещё дома, кто пробует авокадо",😁🤭
Ну не была я с ними знакома,😁😂
"диван ещё ладно, а вот за творог со сметаной и бутерброд с авокадо точно придётся",😁
Главное есть молча ( как сейчас с круассанами),😁😁😁
Прям моя жизнь,🥲
"поняла Я так много раз уже её предложение использовала, что пытаюсь придумать взаимно выгодное что-то",😂
Сейчас как дождёмся залив новинок в обед в каталог,😁
"Жалко, что авокадо так не посещается вместе с кожурой и косточкой",🤣🌚
"#ВВкусители, спасибо за рекомендациюПоддержу этот отзыв",❤
"маленьких штукНа вкус очень понравились, нежные, показались достаточно солëненькие с приятным запахом и вкусом курицы",😍😍
"Машенька, ваш отзыв оказался полезным и вы получили благодарность за рекомендацию от Ines",⚜
Всего вас поблагодарили за рекомендацию: 23,🏆
Вчера вечерние покупочки немного разочаровали,😢
"Был сьеден, но без удовольствия",😒
"ночи раз я не успела со вчера заказать добавку, и вот сегодня я заказала ещё",😀
"Но блин, на вес явно аппетитнее и красивее",😐
"люблю именно блины холодные) Что ж, придётся на неделе ещё раз купить для холодной дегустации",😆
"Сладкие, шкурка отходит от мякоти",🤤
"А не поделитесь датой изготовления торта, а также номером заказа или карты лояльности",👀
"К свежести вопросов нет )Я думал, что он будет примерно такой же, как из баночки",🧐
"Возвратов не надо, я же его все таки съел",😁
Просто поделился отзывом,🫡
"Поняли вас, спасибо, в любом случае зафиксируем отзыв",💚
Ищите в разделе супермаркет,😉
Всего вас поблагодарили за рекомендацию: 11,🏆
С натуральным крабом,😁🔥
#рецепт приятного аппетита всем,🤗
"меня ещё только завтрак))) не могла определиться, поэтому омлет с кабачками и зеленью и яичница",🤣
ну и как без кофе?!,🤗
А я ее вижу в виде начинки в рулетиках из баклажана,😁
Спасибо за приятные слова и поздравления нашей доставки и курьеров в такой необычной стихотворной форме,💚
А можно не спамить одинаковыми сообщениями?,👀
Немного не о еде !,😉
#ВВкусители Очень мне нравится- скраб для лица омолаживающий «Ягодный» в удобной баночке:ароматный -хочется съесть,🤩😎
и аккуратно втираем - все же - это лицо и сильно тереть не стоит ‼,😀
А то в приложение как обычно от одной до пяти звёзд,👍🏻
"На цветных не пробовали, увы, так что опытом поделиться не сможем",👀
А вот с белыми точно справляется,💪
"ru/ в Узбекистан пока что не возим, но передадим пожелание коллегам",👀
"Тот момент , когда в магазине не смогли найти новинку без фото",😁🌚🤣
Ещё у колечек земляничных и смеси для Сбитня (?,🤔
) появились картинки,😍
Ай нид хелп,🙏🏻
"Если от фарша сильный запах уксуса , его можно есть?",🙈
А не могли бы уточнить конкретную позицию?,👀
Такая огромная коробка,😅
Ииии 10 очков Гриффиндору дарку на Оптиков,🔥
"ни в коем случае, не оторваться от них потом; орешки мягкие и приятное кедровое послевкусие",🔥😍
Зачем ты показала,😁😁😁
мне надо теперь,😁
Там чуть выше есть ссылка от админа на его отзыв,👍🏻
А это не одно и то же?,🤣🤣
Красные вещи мне точно не надо отбелить,🤣
"Хотя , наверное , получится розовый",😍😁🌚
В кои-то веки не забыли сфоткать большой заказ админа,😁
А мы сегодня на морсах,😂
Хотя здесь Вы правы были,🙏🏿
"Дада, тоже обратили внимание на сходство",😁
"Жутко аппетитные перцы у Вас получились, и мне тоже захотелось прикупить",😋
За рецепт отдельное спасибо,❤
Всего вас поблагодарили за рекомендацию: 2,🏆
У меня в дарке закооончилииись,😭
"Они так часто мелькали здесь, что я сдалась, хотя микро вообще не беру",💛💚💖
"Мы рискнули съесть, поэтому возврат не нужен",🙈
"Интересно, сколько по весу",😍🔥
Паста болоньезе на скорую руку (дольше посуду мыть,😅
"Классно, что все получилось",🔥😍
"новинок дают кэшбэк) а сколько действует время ""нового"", чтобы его получить? Я такая корыстная мышь",😍
"Да, я вчера вопила тут",😁
"Выхожу из каталога,",😄😄
я вообще планировала только за манго зайти,🤭
а тут уже и доставка нарисовалась,😁
"А, шик вообщеТогда можно не стараться сильно",😁
буду морозить часть и есть зимой,🧡
Там столько новинок колбасных,😍
"@wily_bullet Владушка, там ещё 2 пиццы новые",🥺🥺🥺
"привезли заказ на 4,8 кг в двух больших и 5(!) фасовочных пакетах и двух контейнерах",🤦
"контейнера, как от гриля, ряженка как из окружения с боем выбралась, манго с отбитым боком",😒
Ну как мне перестать думать про ту новость с нехорошим концом,😁😁😁
У меня сейчас пакет вв-шный прямо по шву порвался,😂
"Зато зашла в крутой вв на проспекте мира, 40",👌🏻
"России не полный, коллеги из отдела развития работают над открытиями в новых городах и регионах",💚
"Напомним им, как важно соблюдать отмеченные пожелания",👌
"Ну просторный, с зоной кафе) не фоткала) пришла целенаправленно за ватрушкой шпинат-лосось",🤤
"К сожалению, нет",👀
Пс: а уточните у коллег в вк,💚💚💚
"Всем хороших выходных!!!Малина просто супер одна к одному,кисло сладкие ,крупные не одного плохого",😊
"А пока мы с вами собираем бусты для историй (спасибо, что голосуете за нас",🤍
"Чтобы приготовить закуску из инжира с терпким молодым сыром, нам понадобятся:",▫
Сыр козий молодой «Бюш де Шевр»,▫
ФисташкиВсе ингредиенты уже лежат в корзине и ждут вашего заказа,👀
"⃣ Инжир выкладываем на пергамент, срезаем плодоножку и делаем надрез сверху, чтобы плоды немного раскрылись",
⃣ Нарезаем сыр «Бюш-де-Шевр» и выкладываем его в инжир,
"Какая красота, ягоды супер",👍
Приятного заранее аппетита и тоже отличных выходных,🫶
Нашла сохранённый скрин по Питеру,👌🏻
Дайте нам немного времени разобраться,👌
Вот про Москву я наврала,🌚
если чтоНе в перцеЯ кстати тут в Ореховом магазинчике купила грецкий орех в красном перце,🔥
ОС приложением угадала: 12-13 время доставки*точнее наоборот,😁
Можно запекать и без мёда,💚
И даже без инжира,😋🙃
"Свежий инжир такой вкусный и дорогой, просто преступление его запекать",😂
"А сколько удобных контейнеров, чтобы потом всякие тортики, печеньки по друзьям раздавать",😁
"Пожалуй, сохраню и как-нибудь попробую",😁
Всего вас поблагодарили за рекомендацию: 21,🏆
Посодействуем в поставке,✍
Всего вас поблагодарили за рекомендацию: 3,🏆
"Эх, и у нас",😭
"Чисто растворимый горячий шоколад, но в капсулах",😁
Вместо йогурта бы ела,😁
Всего вас поблагодарили за рекомендацию: 27,🏆
такое мы любим,🤣🌚
Химического вкуса или запаха быть не должно,🧐
Слишком долго он был в морозилке в конце концов,😅
"Сырного вкуса почти не ощутили, согласимся, а вот кусочки его видны",🤔
Будем брать ещё,😌
Всего вас поблагодарили за рекомендацию: 24,🏆
Я видела такую закуску с сыром бри,☺
И положить ещё слайс томата,👀
"Как понять, какой приедет? Толстенькими прядями мне нравится, а тонкими - не хочу",👀
Я ела сегодня горячие хашбрауны с кимчи - прекрасное сочетание,🔥
В этом случае Петербуржцам повезло больше чем Москвичам,😁😍
"Тоня, уточним у продактов, ситуация странноватая",👀
Тоненькие от 2022,🤔
может быть не удалили фото из карточки ?,🤔
Пралине Роял - это настоящее шоколадное блаженство,🥰
"чаепитие, он понравится абсолютно всем! Слой шоколадного мусса, потом шоколадный ганаш и хрустящая вафельно-шоколадная основа",😋
"Он в заморозке, можно долго ждать ЗЦ",😁
За такое вкусное чудо совсем недорого,😊
С пироженкой прям 1-в-1?А то целый я не осилю точно,🥲
"Да! Если нужно, обращайтесь",🤗
Просто сверьте временной промежуток для получения заказа,👀
"Торт сытнее, и ганаша побольше в нём",😁
"Лена, можно кусочек же отколоть и обратно в морозилку",😉
Что-то первый раз за долгое время такое манго,🥭
В торте зато есть миндальная мука и он более диетический,😁
"Резюмирую - пробовать нужно и то, и то, особенно если нравится шоколад",🍫🥰
"Я хочу пирожное , но вот такое как торт",😁😁🤣
"Нужно писать админам, чтобы посодействовали появлению такого торта в ассортименте! Я б взяла",👌
"Поняли вас, сейчас оформим возврат",👌🏻
Ктооооо влез в мою голову?,🗿
У нас тоже нет,🙁
Вкусы у всех ведь разные,☺
"Несу завтрак, пока не забыла совсемПечёная фасоль с овощами—это любовь, конечно",☺
"Болтается в новинках и купили уже все,кроме меня",🙂
"Я потихоньку продвигаю мысль о том, что её нужно приносить домой регулярно",😁
"Готова ложкой из банки есть, но так низзя",😁
"Все понятно, вечером работает Саша",😂
У меня их нет,😭
А новую колбаску уже обсудили? Я положила на нее глаз,😅
"А это какой у вас шиповник?) а то я тоже прикупила, но ещё не заваривала",☺
"Очень грустно это слышать, надеемся, скоро вам станет лучше",🥺
"Прекрасная идея, надо реализовать",🤗
Учтем ваши пожелания и поделимся с коллегами,🫶
Планы на вечер сами появились,😂😂😂
"И я уже заколебалась, а ещё готовить и готовить",😐
Целый день сегодня смотрю на эти,🥲🥲🥲
"рецепт, а я не знаю какую брать свежую или замороженную и не готовила её никогда",🙅
"Спасибо, но вспомнила что фасоль я не очень жалую",😆
"Аналогичный, надо заварить и принести плюшечку",🥰😘
Я сразу на гриле делаю,👌🏻
"Почитала чат, поняла, что там ещё и винная полка есть",🌚😁
"Она действительно довольно жидкая, для меня это огромный плюс",💚
Удобный формат закинуть в сумку,👍
Всего вас поблагодарили за рекомендацию: 13,🏆
"бульваре в БЦ ""Крылатский"", но потом ушла в декрет, а офис переехал и я тоже",😁
"Узнать впечатления от тех, кто там бывал, каков самый большой магазин в Москве",❤
Вот истинным вкусвилловцам даже не надо экскурсий в дарк,😁
достаточно просто сводить в самый большой магазин,💚
В общем для меня это бомбапушкаракета,😄😅
Однозначно повторим и надо брать по целой упаковке на каждого,😂
"Я такое пыталась исполнить если помнишь, но мне тогда Щучье икра не зашла",😅
"Спасибо Тоне за напоминание об этом чудесном чае, знаю давно, но пью редко",🥹
"Кто ещё не пил, искренно рекомендуем",❤
Всего вас поблагодарили за рекомендацию: 23,🏆
"Попробуем что-нибудь придумать со своей стороны, но пока ничего не обещаем",🤔
Надо собраться с духом и сделать,😁
Очень гармонично на любимом (всеми) дворянском хлебушке элитном,😍😍😍
"Оля, я с вами за компанию чат читаю под гречишный чаёк",💚
"него большего, хоть и не сладкое тесто, но как-будто горчит и косточек малины конечно многовато",🫣
Я только что дотащила до дома 8килограммовый арбуз и он оказался просто идеальным!!!,🥰😍
"А я заказала арбуз, жду когда доблестный курьер притащит его за меня",💪🏻😅
Принесли арбузик а с ним новиночки прихватила,😉
С нетерпением ждём обзор,🥰
Конечно же на оладушки в первую очередь,🥹
"ВВ, но нашла в разделе супермаркет только и утром думала заказать… а тут такая новинка",🔥
"Здравствуйте, днём попросила сделать возврат, но баллы ещё не пришли",🥺
